Steps,Policy/Entropy,Environment/Episode Length,Policy/Extrinsic Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Is Training
10000,1.4189384,21.653846153846153,1.2865956,0.09070294784580499,0.09070294784580499,1.0
20000,1.4189384,22.858851674641148,1.3845842,0.09761904761904762,0.09761904761904762,1.0
30000,1.4178565,21.8604118993135,-0.10561993,0.06864988558352403,0.06864988558352403,1.0
40000,1.4177749,21.53514739229025,-0.18936995,0.07918552036199095,0.07918552036199095,1.0
50000,1.417138,21.278761061946902,-0.037400465,0.11283185840707964,0.11283185840707964,1.0
60000,1.417034,19.918067226890756,-0.028046556,0.11949685534591195,0.11949685534591195,1.0
70000,1.4179803,19.75726141078838,0.00462098,0.13900414937759337,0.13900414937759337,1.0
80000,1.418213,19.56378600823045,0.0100779375,0.13141683778234087,0.13141683778234087,1.0
90000,1.4182509,19.34826883910387,0.009578516,0.15071283095723015,0.15071283095723015,1.0
100000,1.4182588,18.833333333333332,0.01069916,0.16468253968253968,0.16468253968253968,1.0
110000,1.417984,18.363106796116504,0.014493373,0.18410852713178294,0.18410852713178294,1.0
120000,1.4178809,17.73733583489681,0.014095447,0.14794007490636704,0.14794007490636704,1.0
130000,1.4188207,17.745318352059925,0.016388115,0.19101123595505617,0.19101123595505617,1.0
140000,1.419267,17.5,0.020101773,0.21481481481481482,0.21481481481481482,1.0
150000,1.4190483,17.46765249537893,0.023803024,0.2680221811460259,0.2680221811460259,1.0
160000,1.4189078,17.01801801801802,0.02379658,0.2648648648648649,0.2648648648648649,1.0
170000,1.4179555,16.64021164021164,0.025753705,0.2804232804232804,0.2804232804232804,1.0
180000,1.4172236,16.732620320855617,0.023153652,0.2433392539964476,0.2433392539964476,1.0
190000,1.4171579,16.171821305841924,0.02074791,0.3276157804459691,0.3276157804459691,1.0
200000,1.4171008,15.896434634974533,0.0155437,0.29441624365482233,0.29441624365482233,1.0
210000,1.4172776,15.012841091492778,0.020317774,0.3232,0.3232,1.0
220000,1.4174855,15.302931596091206,0.027365642,0.34527687296416937,0.34527687296416937,1.0
230000,1.4177132,15.866779089376054,0.038760222,0.32377740303541314,0.32377740303541314,1.0
240000,1.4180183,15.665551839464882,0.060739297,0.32666666666666666,0.32666666666666666,1.0
250000,1.4174381,15.959183673469388,0.0443581,0.3599320882852292,0.3599320882852292,1.0
260000,1.4164732,15.398360655737704,0.020290606,0.3295081967213115,0.3295081967213115,1.0
270000,1.416268,15.594009983361065,0.025643501,0.34991708126036486,0.34991708126036486,1.0
280000,1.4158347,15.430213464696223,0.030632427,0.3793103448275862,0.3793103448275862,1.0
290000,1.4158978,15.5787728026534,0.031187931,0.32338308457711445,0.32338308457711445,1.0
300000,1.4160651,15.103059581320451,0.04327331,0.3671497584541063,0.3671497584541063,1.0
310000,1.41545,14.513975155279503,0.048527364,0.391304347826087,0.391304347826087,1.0
320000,1.4133127,15.176661264181524,0.04631218,0.39579967689822293,0.39579967689822293,1.0
330000,1.413118,15.07890499194847,0.05052542,0.42443729903536975,0.42443729903536975,1.0
340000,1.4122422,15.472817133443163,0.055377327,0.4194078947368421,0.4194078947368421,1.0
350000,1.4120898,14.146969696969697,0.053106703,0.4121212121212121,0.4121212121212121,1.0
360000,1.4109899,14.076807228915662,0.045445506,0.4006024096385542,0.4006024096385542,1.0
370000,1.4109755,13.635829662261381,0.054178983,0.43255131964809385,0.43255131964809385,1.0
380000,1.4108812,13.247863247863247,0.05820269,0.3840682788051209,0.3840682788051209,1.0
390000,1.4108585,13.096045197740112,0.06133805,0.4124293785310734,0.4124293785310734,1.0
400000,1.4102838,13.369252873563218,0.056228362,0.44396551724137934,0.44396551724137934,1.0
410000,1.4102825,13.178521617852162,0.05465361,0.42917847025495753,0.42917847025495753,1.0
420000,1.4103724,12.634349030470915,0.025347093,0.45566166439290584,0.45566166439290584,1.0
430000,1.4103724,13.648093841642229,0.027108166,0.45161290322580644,0.45161290322580644,1.0
440000,1.4090102,13.427953890489913,0.06590065,0.43371757925072046,0.43371757925072046,1.0
450000,1.4088999,13.115819209039548,0.06843193,0.4166666666666667,0.4166666666666667,1.0
460000,1.4070299,12.570460704607045,0.055994492,0.4363143631436314,0.4363143631436314,1.0
470000,1.4068062,12.717032967032967,0.057380907,0.41483516483516486,0.41483516483516486,1.0
480000,1.4041979,12.408053691275168,0.063437,0.45308310991957107,0.45308310991957107,1.0
490000,1.403692,12.130263157894737,0.06653623,0.45931758530183725,0.45931758530183725,1.0
500000,1.4026504,11.979193758127439,0.055506706,0.4293125810635538,0.4293125810635538,1.0
510000,1.4023875,12.099868593955321,0.056681972,0.44036697247706424,0.44036697247706424,1.0
520000,1.401791,12.658904109589042,0.056721766,0.4016393442622951,0.4016393442622951,1.0
530000,1.4015769,12.430686406460296,0.05029354,0.36644295302013424,0.36644295302013424,1.0
540000,1.4018921,12.2158940397351,0.06551622,0.37962962962962965,0.37962962962962965,1.0
550000,1.4020308,11.958602846054333,0.07043973,0.3733850129198966,0.3733850129198966,1.0
560000,1.4015701,11.983160621761659,0.06653578,0.3795336787564767,0.3795336787564767,1.0
570000,1.4013107,11.600505689001265,0.0649413,0.39015151515151514,0.39015151515151514,1.0
580000,1.4000614,11.86046511627907,0.06900847,0.42193548387096774,0.42193548387096774,1.0
590000,1.3992049,12.196569920844327,0.06566568,0.43873517786561267,0.43873517786561267,1.0
600000,1.398378,12.730398899587346,0.05827578,0.4167812929848693,0.4167812929848693,1.0
610000,1.3977,12.358288770053475,0.058809634,0.4739652870493992,0.4739652870493992,1.0
620000,1.3970925,12.404026845637583,0.07662338,0.467828418230563,0.467828418230563,1.0
630000,1.3964614,12.648021828103683,0.07503523,0.41689373297002724,0.41689373297002724,1.0
640000,1.3968364,12.431451612903226,0.067278154,0.41397849462365593,0.41397849462365593,1.0
